Total Trips,Valid Trips,Avg Distance Miles,Avg Duration Minutes,Aggregate Speed MPH,Avg Fare,Avg Driver Pay
20553794,20551246,4.543524514426035,18.539000650698586,14.704755450520445,25.26118454091736,19.51733309091256
