PULocationID,Airport,Pickup Trips,Avg Distance,Avg Duration,Avg Fare,Avg Driver Pay,Driver Pay per Trip Hour
132,JFK Airport,325958,17.740368182403866,42.67645351037046,76.01422925652999,55.40410399499322,77.89415394819055
138,LaGuardia Airport,358352,11.229650726101712,31.86712041047164,55.542951818323886,39.886060605214986,75.09820798011286
